-0.750417	-0.0765725
-0.766396	-0.381536
-0.719092	-0.473444
-0.780667	-0.426273
-0.879917	-0.131283
-0.602885	-0.238122
-0.729089	-0.425181
-0.524074	-0.0832705
-0.644141	-0.141847
-0.808734	-0.322033
-0.876814	-0.296872
-0.830368	-0.201362
-0.8737	-0.150541
-0.792912	-0.227336
-0.637791	-0.0953569
-0.0824254	0.441261
-0.190586	0.726228
0.204948	0.510521
-0.231221	0.643489
-0.155703	0.619186
-0.126414	0.613095
-0.187719	0.710596
-0.177688	0.748231
-0.447011	0.781206
-0.41037	0.629467
-0.329038	0.585548
-0.475434	0.674163
-0.562428	0.736255
-0.670944	0.806166
-0.719461	0.688455
-0.756177	0.598241
-0.798191	0.680588
-0.84392	0.64614
-0.801557	0.633116
-0.842582	0.58748
-0.840414	0.626194
-0.646894	0.0632173
-0.728582	-0.124478
-0.831937	0.0234895
-0.889947	0.197454
-0.889571	0.265427
-0.985896	0.309101
-1.0245	0.476636
-0.813229	0.440893
-0.791758	0.461206
-0.63711	0.365111
-0.482957	0.31489
-0.315752	0.28761
-0.61428	0.633157
-0.804158	0.876881
-0.644655	0.8558
-0.411356	0.832204
-0.348982	0.821617
-0.331782	0.856927
-0.39418	0.889314
-0.420996	0.90184
-0.50929	0.949213
-0.698334	0.889949
-0.372646	0.684007
0.0122356	0.684762
-0.0844437	0.693556
-0.240965	0.818503
-0.429011	0.951035
-0.496115	1.0287
-0.544722	0.916366
-0.703716	0.869177
-0.699634	0.862592
-0.677272	0.417156
-0.574621	-0.0130193
-0.576248	-0.0397136
-0.499354	-0.0930161
-0.457349	-0.0649067
-0.449421	-0.100143
-0.397847	-0.0117433
-0.384568	0.201949
-0.0759619	0.275129
0.104952	0.488327
0.41946	0.476918
0.400702	0.714335
0.18031	0.588889
0.0231881	0.742623
0.0486884	0.576277
0.0707736	0.475438
0.0367264	0.318634
0.0489768	0.249075
-0.144835	0.278515
-0.410838	0.35782
-0.558012	0.432883
-0.525178	0.417198
-0.355537	0.378106
-0.102249	0.631083
0.0288484	0.50845
0.0464401	0.511325
0.285732	0.505646
0.29956	0.487308
0.123758	0.368359
-0.0583164	0.252665
-0.267426	0.349821
-0.189652	0.0198274
0.0051445	-0.158542
-0.142613	0.220553
-0.404844	0.421948
-0.557792	0.090655
-0.646535	0.0780384
-0.333463	0.194092
-0.397231	0.483659
-0.412283	0.360168
-0.414199	0.309856
-0.447961	0.570973
-0.496462	0.374194
-0.462963	0.0864288
-0.637674	0.263389
-0.49212	0.399996
-0.114288	0.371369
0.0903161	0.350268
-0.00331108	0.563899
-0.2321	0.514687
-0.454049	0.0827387
-0.384761	-0.0600505
-0.163429	-0.0695989
-0.0429998	-0.236728
0.114127	-0.15094
-0.243803	-0.140977
0.0761934	-0.0524163
-0.363572	0.0674536
